@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute eye-model numeric
@attribute region-detector {0,1,2,3,4}

@data
458,'2018/02/16 21:30:41:471',13,1652.042969,870.021729,?,?
459,'2018/02/16 21:30:41:971',13,1742.092896,778.798889,?,?
460,'2018/02/16 21:30:42:473',13,1747.71875,776.539246,?,?
461,'2018/02/16 21:30:42:974',13,1750.562012,781.739441,?,?
462,'2018/02/16 21:30:43:476',13,1745.267456,770.209534,?,?
463,'2018/02/16 21:30:43:976',13,1745.853027,780.9422,?,?
464,'2018/02/16 21:30:44:477',13,1734.730835,782.031677,?,?
465,'2018/02/16 21:30:44:978',13,1727.152344,786.315491,?,?
466,'2018/02/16 21:30:45:479',13,1729.229004,531.638123,?,?
467,'2018/02/16 21:30:45:980',13,1741.323608,531.81189,?,?
468,'2018/02/16 21:30:46:487',13,1717.981934,541.854248,?,?
469,'2018/02/16 21:30:46:988',13,1746.30481,550.910217,?,?
470,'2018/02/16 21:30:47:489',13,1740.630737,553.835388,?,?
471,'2018/02/16 21:30:47:990',13,1707.040161,559.677124,?,?
472,'2018/02/16 21:30:48:491',13,1727.870605,556.127991,?,?
473,'2018/02/16 21:30:48:994',13,1742.629639,299.522247,?,?
474,'2018/02/16 21:30:49:495',13,1728.055664,311.835846,?,?
475,'2018/02/16 21:30:49:996',13,1725.451416,301.173737,?,?
476,'2018/02/16 21:30:50:496',13,1715.24353,288.284637,?,?
477,'2018/02/16 21:30:50:997',13,1699.750977,303.615875,?,?
478,'2018/02/16 21:30:51:500',13,1712.066284,309.474487,?,?
479,'2018/02/16 21:30:52:003',13,1704.452026,314.494904,?,?
480,'2018/02/16 21:30:52:503',13,1712.672485,301.359192,?,?
481,'2018/02/16 21:30:53:006',13,1710.590698,303.743683,?,?
482,'2018/02/16 21:30:53:506',13,1700.959351,325.257233,?,?
483,'2018/02/16 21:30:54:008',13,1649.677734,315.154358,?,?
484,'2018/02/16 21:30:54:508',13,1689.863892,283.990082,?,?
485,'2018/02/16 21:30:55:010',13,1800.194336,132.987671,?,?
486,'2018/02/16 21:30:55:511',13,1781.954468,133.793411,?,?
487,'2018/02/16 21:30:56:012',13,1758.035156,161.589371,?,?
488,'2018/02/16 21:30:56:513',13,1751.7323,170.149445,?,?
489,'2018/02/16 21:30:57:014',13,1765.397583,177.818344,?,?
490,'2018/02/16 21:30:57:526',13,1760.369873,757.961487,?,?
491,'2018/02/16 21:30:58:029',13,1549.117432,633.966553,?,?
492,'2018/02/16 21:30:58:530',13,1544.355347,643.416565,?,?
493,'2018/02/16 21:30:59:031',13,1237.776245,602.686096,?,?
494,'2018/02/16 21:33:34:361',14,490.536041,244.75351,?,1
495,'2018/02/16 21:33:34:862',14,503.680756,251.07196,?,1
496,'2018/02/16 21:33:35:364',14,288.647766,252.16629,?,1
497,'2018/02/16 21:33:35:866',14,226.228317,293.581757,?,1
498,'2018/02/16 21:33:36:368',14,315.442993,292.841827,?,1
499,'2018/02/16 21:33:36:869',14,541.169312,311.215332,?,1
500,'2018/02/16 21:33:37:370',14,559.953552,278.143036,?,1
501,'2018/02/16 21:33:37:870',14,522.780273,270.443939,?,1
502,'2018/02/16 21:33:38:371',14,572.85144,286.214905,?,1
503,'2018/02/16 21:33:38:872',14,587.06366,268.572937,?,1
504,'2018/02/16 21:33:39:373',14,525.602661,275.776245,?,1
505,'2018/02/16 21:33:39:874',14,536.365295,269.519836,?,1
506,'2018/02/16 21:33:40:375',14,525.114502,279.021851,?,1
507,'2018/02/16 21:33:40:877',14,607.687439,308.701263,?,1
508,'2018/02/16 21:33:41:377',14,741.412842,391.287292,?,1
509,'2018/02/16 21:33:41:878',14,831.648499,397.039612,?,1
510,'2018/02/16 21:33:42:378',14,817.615723,444.052094,?,1
511,'2018/02/16 21:33:42:880',14,805.647705,483.253235,?,1
512,'2018/02/16 21:33:43:381',14,592.416504,485.935852,?,1
513,'2018/02/16 21:33:43:881',14,279.594971,537.315552,?,1
514,'2018/02/16 21:33:44:384',14,204.633408,252.41713,?,1
515,'2018/02/16 21:33:44:886',14,205.949097,261.68158,?,1
516,'2018/02/16 21:33:45:386',14,263.254028,249.302048,?,1
517,'2018/02/16 21:33:45:887',14,514.241516,309.612213,?,1
518,'2018/02/16 21:33:46:387',14,563.561707,294.510956,?,1
519,'2018/02/16 21:33:46:889',14,529.171997,204.621429,?,1
520,'2018/02/16 21:33:47:391',14,512.250977,146.792236,?,1
521,'2018/02/16 21:33:47:894',14,230.712906,142.532608,?,1
522,'2018/02/16 21:33:48:394',14,293.579346,225.928223,?,1
523,'2018/02/16 21:33:48:897',14,209.526474,294.578033,?,1
524,'2018/02/16 21:33:49:398',14,699.032104,282.182587,?,1
525,'2018/02/16 21:33:49:898',14,813.682861,155.417191,?,1
526,'2018/02/16 21:33:50:398',14,880.765625,135.882309,?,1
527,'2018/02/16 21:33:50:900',14,554.507751,144.375336,?,1
528,'2018/02/16 21:33:51:400',14,568.614746,338.659821,?,1
529,'2018/02/16 21:33:51:906',14,568.75824,339.031525,?,1
530,'2018/02/16 21:33:52:407',14,772.08905,357.586426,?,1
531,'2018/02/16 21:33:52:908',14,889.092163,368.797699,?,1
532,'2018/02/16 21:33:53:409',14,891.190674,278.710724,?,1
533,'2018/02/16 21:33:53:912',14,834.860168,307.885223,?,1
534,'2018/02/16 21:33:54:413',14,863.884277,499.596039,?,1
535,'2018/02/16 21:33:54:914',14,514.496338,430.505615,?,1
536,'2018/02/16 21:33:55:415',14,312.152588,399.888336,?,1
537,'2018/02/16 21:33:55:916',14,227.994812,186.831268,?,1
538,'2018/02/16 21:33:56:416',14,454.775635,262.839539,?,1
539,'2018/02/16 21:33:56:917',14,548.782959,385.333832,?,1
540,'2018/02/16 21:33:57:417',14,717.884644,366.781219,?,1
541,'2018/02/16 21:33:57:920',14,512.920593,311.057892,?,1
542,'2018/02/16 21:33:58:422',14,340.796417,311.507751,?,1
543,'2018/02/16 21:33:58:923',14,235.530701,190.096237,?,1
544,'2018/02/16 21:33:59:424',14,213.861725,365.553589,?,1
545,'2018/02/16 21:33:59:925',14,190.51947,351.82431,?,1
546,'2018/02/16 21:34:00:426',14,200.444733,355.510986,?,1
547,'2018/02/16 21:34:00:927',14,213.287842,307.200836,?,1
548,'2018/02/16 21:34:01:429',14,217.346542,178.101959,?,1
549,'2018/02/16 21:34:01:931',14,208.931168,115.966423,?,1
550,'2018/02/16 21:34:02:431',14,205.669037,124.180054,?,1
551,'2018/02/16 21:34:02:932',14,210.070663,143.594101,?,1
552,'2018/02/16 21:34:03:433',14,442.608643,243.73259,?,1
553,'2018/02/16 21:34:03:934',14,509.295624,293.54425,?,1
554,'2018/02/16 21:34:04:435',14,613.124329,266.101196,?,1
555,'2018/02/16 21:34:04:938',14,88.589165,311.040405,?,1
556,'2018/02/16 21:34:05:440',14,99.703758,311.545227,?,1
557,'2018/02/16 21:34:05:940',14,95.938362,320.351227,?,1
558,'2018/02/16 21:34:06:441',14,74.9254,352.714386,?,1
559,'2018/02/16 21:34:06:949',14,60.402985,136.327286,?,1
560,'2018/02/16 21:34:07:451',14,70.529175,139.051651,?,1
561,'2018/02/16 21:34:07:952',14,59.8717,138.830078,?,1
562,'2018/02/16 21:34:08:454',14,57.649071,130.220978,?,1
563,'2018/02/16 21:34:08:958',14,26.906744,140.801941,?,1
564,'2018/02/16 21:34:09:460',14,550.637634,68.595543,?,1
565,'2018/02/16 21:34:09:960',14,485.075775,91.088432,?,1
566,'2018/02/16 21:34:10:461',14,488.736206,86.085846,?,1
567,'2018/02/16 21:34:10:962',14,465.706482,76.665176,?,1
568,'2018/02/16 21:34:11:462',14,507.610931,264.151581,?,1
569,'2018/02/16 21:34:20:528',15,1172.583252,333.047546,?,2
570,'2018/02/16 21:34:21:029',15,1155.818481,328.173248,?,2
571,'2018/02/16 21:34:21:530',15,1189.270752,345.719849,?,2
572,'2018/02/16 21:34:22:031',15,1228.935425,359.612793,?,2
573,'2018/02/16 21:34:22:531',15,1312.834351,338.423462,?,2
574,'2018/02/16 21:34:23:033',15,1317.012573,341.566803,?,2
575,'2018/02/16 21:34:23:535',15,1610.873047,411.66925,?,2
576,'2018/02/16 21:34:24:036',15,1619.674438,417.44281,?,2
577,'2018/02/16 21:34:24:540',15,1788.17395,424.908295,?,2
578,'2018/02/16 21:34:25:041',15,1777.069336,449.806641,?,2
579,'2018/02/16 21:34:25:542',15,1866.498657,297.840851,?,2
580,'2018/02/16 21:34:26:043',15,1609.680298,228.597046,?,2
581,'2018/02/16 21:34:26:544',15,1327.999756,316.520782,?,2
582,'2018/02/16 21:34:27:045',15,1212.522827,280.646393,?,2
583,'2018/02/16 21:34:27:546',15,1013.204285,262.606628,?,2
584,'2018/02/16 21:34:28:047',15,1015.171509,256.794342,?,2
585,'2018/02/16 21:34:28:549',15,927.993225,461.147369,?,2
586,'2018/02/16 21:34:29:050',15,1345.823242,463.424042,?,2
587,'2018/02/16 21:34:29:551',15,1358.105713,455.201111,?,2
588,'2018/02/16 21:34:30:053',15,1431.79541,337.931,?,2
589,'2018/02/16 21:34:30:554',15,1070.245483,298.455475,?,2
590,'2018/02/16 21:34:31:057',15,938.884216,221.993027,?,2
591,'2018/02/16 21:34:31:559',15,935.125793,235.570816,?,2
592,'2018/02/16 21:34:32:059',15,990.476013,482.680176,?,2
593,'2018/02/16 21:34:32:560',15,1457.232178,526.04303,?,2
594,'2018/02/16 21:34:33:061',15,1391.192261,348.026123,?,2
595,'2018/02/16 21:34:33:562',15,1423.825928,281.712555,?,2
596,'2018/02/16 21:34:34:066',15,1135.564575,332.691833,?,2
597,'2018/02/16 21:34:34:569',15,1294.574585,269.222504,?,2
598,'2018/02/16 21:34:35:070',15,1173.859375,168.396637,?,2
599,'2018/02/16 21:34:35:571',15,1137.62793,70.663887,?,2
600,'2018/02/16 21:34:36:072',15,1148.287354,76.964882,?,2
601,'2018/02/16 21:34:36:573',15,1148.99292,84.8703,?,2
602,'2018/02/16 21:34:37:075',15,1156.13916,83.078171,?,2
603,'2018/02/16 21:34:37:576',15,1154.323242,84.073265,?,2
604,'2018/02/16 21:34:38:077',15,1741.039673,282.013245,?,2
605,'2018/02/16 21:34:38:577',15,1742.579468,282.414734,?,2
606,'2018/02/16 21:35:02:148',16,1015.11969,246.563126,?,2
607,'2018/02/16 21:35:02:649',16,883.49585,1028.584106,?,2
608,'2018/02/16 21:35:03:150',16,189.558975,30.652298,?,2
609,'2018/02/16 21:35:03:652',16,932.468872,1016.96167,?,2
610,'2018/02/16 21:35:04:156',16,261.290588,889.207397,?,2
611,'2018/02/16 21:35:04:657',16,847.157043,1026.490356,?,2
612,'2018/02/16 21:35:11:696',17,487.683441,651.541626,?,3
613,'2018/02/16 21:35:12:197',17,483.594208,635.91449,?,3
614,'2018/02/16 21:35:12:698',17,481.905823,625.588379,?,3
615,'2018/02/16 21:35:13:198',17,477.356659,619.133911,?,3
616,'2018/02/16 21:35:13:699',17,277.632202,651.453308,?,3
617,'2018/02/16 21:35:14:206',17,293.691895,651.408081,?,3
618,'2018/02/16 21:35:14:707',17,295.6633,662.678833,?,3
619,'2018/02/16 21:35:15:209',17,127.886765,655.234497,?,3
620,'2018/02/16 21:35:15:713',17,144.285187,654.430359,?,3
621,'2018/02/16 21:35:16:214',17,30.294941,651.399353,?,3
622,'2018/02/16 21:35:16:716',17,-20.709602,643.505066,?,3
623,'2018/02/16 21:35:17:218',17,19.175722,638.265991,?,3
624,'2018/02/16 21:35:17:718',17,-18.174562,912.864197,?,3
625,'2018/02/16 21:35:18:220',17,-20.555651,912.905884,?,3
626,'2018/02/16 21:35:18:722',17,-20.956556,910.321289,?,3
627,'2018/02/16 21:35:19:223',17,240.018692,944.052063,?,3
628,'2018/02/16 21:35:19:723',17,114.709679,961.374084,?,3
629,'2018/02/16 21:35:20:224',17,561.792847,936.891235,?,3
630,'2018/02/16 21:35:20:724',17,798.70752,935.732178,?,3
631,'2018/02/16 21:35:21:226',17,812.429382,938.816101,?,3
632,'2018/02/16 21:35:21:729',17,801.427673,945.772766,?,3
633,'2018/02/16 21:35:22:230',17,860.328857,918.876343,?,3
634,'2018/02/16 21:35:22:731',17,823.298767,814.932129,?,3
635,'2018/02/16 21:35:23:232',17,853.931641,678.797241,?,3
636,'2018/02/16 21:35:23:733',17,869.922485,673.812683,?,3
637,'2018/02/16 21:35:24:234',17,862.07428,643.436401,?,3
638,'2018/02/16 21:35:24:739',17,850.105103,641.654114,?,3
639,'2018/02/16 21:35:25:239',17,849.114929,641.324036,?,3
640,'2018/02/16 21:35:25:742',17,334.66156,684.359375,?,3
641,'2018/02/16 21:35:26:243',17,465.152802,673.836548,?,3
642,'2018/02/16 21:35:26:743',17,414.197205,638.805664,?,3
643,'2018/02/16 21:35:27:245',17,417.370239,656.451721,?,3
644,'2018/02/16 21:35:27:752',17,160.30687,660.144287,?,3
645,'2018/02/16 21:35:28:253',17,-2.626645,626.526123,?,3
646,'2018/02/16 21:35:28:754',17,56.480045,642.400452,?,3
647,'2018/02/16 21:35:29:255',17,68.50325,717.700623,?,3
648,'2018/02/16 21:35:29:759',17,54.450539,865.658447,?,3
649,'2018/02/16 21:35:30:260',17,-30.290655,1008.399597,?,3
650,'2018/02/16 21:35:30:762',17,-21.59417,698.326599,?,3
651,'2018/02/16 21:35:31:264',17,31.603792,589.268616,?,3
652,'2018/02/16 21:35:31:766',17,45.154064,592.963013,?,3
653,'2018/02/16 21:35:32:267',17,819.124878,607.76532,?,3
654,'2018/02/16 21:35:32:767',17,834.937134,753.250854,?,3
655,'2018/02/16 21:35:33:268',17,845.916199,893.303711,?,3
656,'2018/02/16 21:35:33:769',17,788.445557,896.683777,?,3
657,'2018/02/16 21:35:34:270',17,429.329041,755.104004,?,3
658,'2018/02/16 21:35:34:771',17,481.77713,681.799255,?,3
659,'2018/02/16 21:35:35:271',17,524.691956,634.682678,?,3
660,'2018/02/16 21:35:35:782',17,483.359985,634.117676,?,3
661,'2018/02/16 21:35:36:286',17,539.004822,617.715149,?,3
662,'2018/02/16 21:35:36:787',17,785.840698,629.458435,?,3
663,'2018/02/16 21:35:37:287',17,788.576965,644.730164,?,3
664,'2018/02/16 21:35:37:788',17,820.726074,628.55304,?,3
665,'2018/02/16 21:35:38:289',17,834.931824,802.277283,?,3
666,'2018/02/16 21:35:38:791',17,830.402527,761.44519,?,3
667,'2018/02/16 21:35:39:299',17,822.464478,914.825684,?,3
668,'2018/02/16 21:35:39:799',17,784.241272,917.2453,?,3
669,'2018/02/16 21:35:40:300',17,790.307312,909.24469,?,3
670,'2018/02/16 21:35:40:801',17,827.282715,904.57019,?,3
671,'2018/02/16 21:35:41:303',17,884.053284,622.37616,?,3
672,'2018/02/16 21:35:41:810',17,887.559326,583.434509,?,3
673,'2018/02/16 21:35:42:313',17,879.976196,725.125244,?,3
674,'2018/02/16 21:35:42:814',17,863.450989,783.310425,?,3
675,'2018/02/16 21:35:43:316',17,872.272461,823.077271,?,3
676,'2018/02/16 21:35:43:817',17,877.508179,924.258118,?,3
677,'2018/02/16 21:35:44:321',17,850.143799,946.734192,?,3
678,'2018/02/16 21:35:44:823',17,836.190002,966.261353,?,3
679,'2018/02/16 21:35:45:323',17,720.210327,968.962402,?,3
680,'2018/02/16 21:35:45:824',17,685.581421,983.367004,?,3
681,'2018/02/16 21:35:46:325',17,691.339722,988.866028,?,3
682,'2018/02/16 21:35:46:828',17,637.307556,965.00769,?,3
683,'2018/02/16 21:35:47:330',17,645.320557,958.389038,?,3
684,'2018/02/16 21:35:47:831',17,383.274048,961.904114,?,3
685,'2018/02/16 21:35:48:331',17,197.961151,992.5849,?,3
686,'2018/02/16 21:35:48:835',17,206.709396,983.872253,?,3
687,'2018/02/16 21:35:49:335',17,211.58696,992.430481,?,3
688,'2018/02/16 21:35:49:836',17,207.009247,997.609131,?,3
689,'2018/02/16 21:35:50:339',17,216.932999,1003.056763,?,3
690,'2018/02/16 21:35:50:840',17,220.329926,998.83551,?,3
691,'2018/02/16 21:35:51:341',17,222.822296,1004.655273,?,3
692,'2018/02/16 21:35:51:845',17,222.17012,1011.529541,?,3
693,'2018/02/16 21:35:52:346',17,224.873428,1012.403015,?,3
694,'2018/02/16 21:35:52:848',17,869.375854,590.956909,?,3
695,'2018/02/16 21:35:53:349',17,878.175537,573.766663,?,3
696,'2018/02/16 21:35:53:850',17,880.801636,576.584961,?,3
697,'2018/02/16 21:35:54:351',17,864.27063,565.563965,?,3
698,'2018/02/16 21:35:54:854',17,862.261108,573.863525,?,3
699,'2018/02/16 21:35:55:355',17,488.472778,738.2724,?,3
700,'2018/02/16 21:35:55:855',17,494.936798,720.38855,?,3
701,'2018/02/16 21:35:56:356',17,487.313202,706.305603,?,3
702,'2018/02/16 21:35:56:857',17,493.666077,712.667542,?,3
703,'2018/02/16 21:35:57:358',17,492.184631,706.678223,?,3
704,'2018/02/16 21:35:57:859',17,489.421509,713.936401,?,3
705,'2018/02/16 21:35:58:360',17,501.163818,686.598145,?,3
706,'2018/02/16 21:35:58:860',17,505.80011,575.908264,?,3
707,'2018/02/16 21:35:59:362',17,519.360107,572.49176,?,3
708,'2018/02/16 21:35:59:866',17,513.820557,570.836121,?,3
709,'2018/02/16 21:36:00:368',17,505.28833,573.65033,?,3
710,'2018/02/16 21:36:00:868',17,505.811066,568.727722,?,3
711,'2018/02/16 21:36:01:371',17,52.021519,628.885254,?,3
712,'2018/02/16 21:36:01:872',17,40.140858,614.867432,?,3
713,'2018/02/16 21:36:02:374',17,50.562176,615.769531,?,3
714,'2018/02/16 21:36:02:875',17,59.491272,615.485718,?,3
715,'2018/02/16 21:36:03:375',17,58.791359,619.092651,?,3
716,'2018/02/16 21:36:03:877',17,69.953896,674.450195,?,3
717,'2018/02/16 21:36:04:377',17,90.211266,657.107361,?,3
718,'2018/02/16 21:36:04:878',17,76.446777,656.397217,?,3
719,'2018/02/16 21:36:05:378',17,781.41217,840.875916,?,3
720,'2018/02/16 21:36:05:879',17,866.539246,844.73761,?,3
721,'2018/02/16 21:36:06:381',17,869.709412,837.788635,?,3
722,'2018/02/16 21:36:06:886',17,873.563293,838.421204,?,3
723,'2018/02/16 21:36:07:387',17,889.840332,624.971313,?,3
724,'2018/02/16 21:36:07:888',17,881.655884,621.526672,?,3
725,'2018/02/16 21:36:08:388',17,874.292725,632.624878,?,3
726,'2018/02/16 21:36:08:889',17,886.078308,632.740662,?,3
727,'2018/02/16 21:36:09:391',17,879.644287,642.936829,?,3
728,'2018/02/16 21:36:09:894',17,751.274231,636.50946,?,3
729,'2018/02/16 21:36:10:395',17,439.192169,708.906067,?,3
730,'2018/02/16 21:36:10:896',17,468.940552,691.73584,?,3
731,'2018/02/16 21:36:11:396',17,476.049225,693.642151,?,3
732,'2018/02/16 21:36:11:897',17,484.963104,704.021729,?,3
733,'2018/02/16 21:36:12:398',17,101.764847,872.091675,?,3
734,'2018/02/16 21:36:12:900',17,109.600311,863.052917,?,3
735,'2018/02/16 21:36:13:401',17,143.691315,813.735718,?,3
736,'2018/02/16 21:36:13:902',17,187.976471,826.845703,?,3
737,'2018/02/16 21:36:18:414',18,1464.254639,804.408325,?,4
738,'2018/02/16 21:36:18:915',18,1539.15332,809.509827,?,4
739,'2018/02/16 21:36:19:416',18,1546.650757,827.965881,?,4
740,'2018/02/16 21:36:19:917',18,1517.54187,841.029724,?,4
741,'2018/02/16 21:36:20:418',18,1504.769165,843.223328,?,4
742,'2018/02/16 21:36:20:919',18,1510.046143,944.84259,?,4
743,'2018/02/16 21:36:21:420',18,1513.281738,951.024414,?,4
744,'2018/02/16 21:36:21:922',18,1502.113525,945.714783,?,4
745,'2018/02/16 21:36:22:423',18,1511.907593,950.945129,?,4
746,'2018/02/16 21:36:22:926',18,1505.291382,948.440186,?,4
747,'2018/02/16 21:36:23:427',18,1573.730591,720.32196,?,4
748,'2018/02/16 21:36:23:928',18,1538.987061,665.716125,?,4
749,'2018/02/16 21:36:24:431',18,1524.33252,658.986145,?,4
750,'2018/02/16 21:36:24:933',18,1512.818481,662.143982,?,4
751,'2018/02/16 21:36:25:433',18,1505.969971,658.588196,?,4
752,'2018/02/16 21:36:25:934',18,1252.323486,649.161133,?,4
753,'2018/02/16 21:36:26:436',18,1054.702148,637.014526,?,4
754,'2018/02/16 21:36:26:937',18,1061.398071,637.27301,?,4
755,'2018/02/16 21:36:27:437',18,1056.682617,644.769653,?,4
756,'2018/02/16 21:36:27:938',18,999.741821,668.772339,?,4
757,'2018/02/16 21:36:28:440',18,918.914307,615.59137,?,4
758,'2018/02/16 21:36:28:941',18,917.612061,613.742126,?,4
759,'2018/02/16 21:36:29:442',18,929.979309,613.298157,?,4
760,'2018/02/16 21:36:29:943',18,976.891968,813.410522,?,4
761,'2018/02/16 21:36:30:444',18,974.249023,841.765381,?,4
762,'2018/02/16 21:36:30:946',18,1002.825195,837.354492,?,4
763,'2018/02/16 21:36:31:446',18,954.923279,996.927185,?,4
764,'2018/02/16 21:36:31:953',18,1022.549255,976.189758,?,4
765,'2018/02/16 21:36:32:467',18,1018.684021,988.555115,?,4
766,'2018/02/16 21:36:32:969',18,1517.432007,1045.359863,?,4
767,'2018/02/16 21:36:33:470',18,1509.944458,1041.346191,?,4
768,'2018/02/16 21:36:33:971',18,1460.967529,958.708618,?,4
769,'2018/02/16 21:36:34:474',18,1495.01355,944.946472,?,4
770,'2018/02/16 21:36:34:976',18,1518.775024,830.228577,?,4
771,'2018/02/16 21:36:35:477',18,1517.770996,828.152893,?,4
772,'2018/02/16 21:36:35:978',18,1508.413574,831.785522,?,4
773,'2018/02/16 21:36:36:480',18,1735.940552,813.750488,?,4
774,'2018/02/16 21:36:36:981',18,1728.332153,807.696045,?,4
775,'2018/02/16 21:36:37:482',18,1648.140015,802.275513,?,4
776,'2018/02/16 21:36:37:983',18,1717.655518,761.596619,?,4
777,'2018/02/16 21:36:38:484',18,1732.999512,642.061462,?,4
778,'2018/02/16 21:36:38:984',18,1713.685303,631.47998,?,4
779,'2018/02/16 21:36:39:485',18,1695.127563,634.981812,?,4
780,'2018/02/16 21:36:39:985',18,897.358093,615.967041,?,4
781,'2018/02/16 21:36:40:488',18,903.646179,610.926331,?,4
782,'2018/02/16 21:36:40:989',18,889.199341,611.256531,?,4
783,'2018/02/16 21:36:41:489',18,886.015076,576.646179,?,4
784,'2018/02/16 21:36:41:991',18,894.790466,571.95813,?,4
785,'2018/02/16 21:36:42:492',18,897.868164,566.485046,?,4
786,'2018/02/16 21:36:42:993',18,1234.730713,813.956787,?,4
787,'2018/02/16 21:36:43:499',18,1185.425903,778.566345,?,4
788,'2018/02/16 21:36:44:000',18,1195.264404,771.463623,?,4
789,'2018/02/16 21:36:44:501',18,1067.309082,875.866638,?,4
790,'2018/02/16 21:36:45:001',18,1049.251831,990.531433,?,4
791,'2018/02/16 21:36:45:503',18,1046.776978,995.885315,?,4
792,'2018/02/16 21:36:46:010',18,1041.444336,975.182983,?,4
793,'2018/02/16 21:36:46:511',18,902.556458,965.705078,?,4
794,'2018/02/16 21:36:47:012',18,906.271362,744.063293,?,4
795,'2018/02/16 21:36:47:517',18,881.244019,691.765991,?,4
796,'2018/02/16 21:36:48:020',18,881.153137,689.672058,?,4
797,'2018/02/16 21:36:48:520',18,896.61676,960.336365,?,4
798,'2018/02/16 21:36:49:021',18,956.517639,977.306946,?,4
799,'2018/02/16 21:36:49:523',18,913.948608,1052.591187,?,4
800,'2018/02/16 21:36:50:023',18,893.77478,678.258423,?,4
801,'2018/02/16 21:36:50:526',18,882.618042,648.403625,?,4
802,'2018/02/16 21:36:51:027',18,1594.696655,727.409973,?,4
803,'2018/02/16 21:36:51:528',18,1652.232422,589.605408,?,4
804,'2018/02/16 21:36:52:028',18,1897.704834,870.579529,?,4
805,'2018/02/16 21:36:52:530',18,1774.35498,799.376038,?,4
806,'2018/02/16 21:36:53:031',18,1796.895264,758.971985,?,4
807,'2018/02/16 21:36:53:532',18,1764.633667,749.769409,?,4
808,'2018/02/16 21:36:54:036',18,1772.196045,763.130615,?,4
809,'2018/02/16 21:36:54:537',18,1751.085327,793.84845,?,4
810,'2018/02/16 21:36:55:037',18,1797.790649,834.623962,?,4
811,'2018/02/16 21:36:55:538',18,1782.750366,970.405151,?,4
812,'2018/02/16 21:36:56:038',18,1795.28833,878.465576,?,4
813,'2018/02/16 21:36:56:539',18,1710.562256,1022.406311,?,4
814,'2018/02/16 21:36:57:040',18,1709.749878,820.897034,?,4
815,'2018/02/16 21:36:57:545',18,1670.419678,596.235779,?,4
816,'2018/02/16 21:36:58:047',18,1770.496582,616.731873,?,4
817,'2018/02/16 21:36:58:548',18,1527.619141,1053.130371,?,4
818,'2018/02/16 21:36:59:050',18,1310.361084,1070.699463,?,4
819,'2018/02/16 21:36:59:553',18,1501.372437,1039.133545,?,4
820,'2018/02/16 21:37:00:053',18,1448.787598,849.022644,?,4
821,'2018/02/16 21:37:00:554',18,1233.872681,832.172241,?,4
822,'2018/02/16 21:37:01:056',18,1289.281738,1010.64624,?,4
823,'2018/02/16 21:37:01:558',18,1197.775513,1008.615723,?,4
824,'2018/02/16 21:37:02:060',18,1245.512695,935.792664,?,4
825,'2018/02/16 21:37:02:561',18,1556.591187,780.370789,?,4
826,'2018/02/16 21:37:03:062',18,910.537903,882.097595,?,4
827,'2018/02/16 21:50:35:387',20,894.575562,541.531189,?,?
828,'2018/02/16 21:50:35:890',20,871.245483,441.85614,?,?
829,'2018/02/16 21:50:36:393',20,258.515869,509.803406,?,?
830,'2018/02/16 21:50:42:416',21,29.746674,221.898712,0,?
831,'2018/02/16 21:50:42:918',21,-32.33123,159.724686,0,?
832,'2018/02/16 21:50:43:421',21,-24.014515,175.708084,0,?
833,'2018/02/16 21:50:43:924',21,-56.973091,119.403374,0,?
834,'2018/02/16 21:50:44:429',21,-55.594234,115.009018,0,?
835,'2018/02/16 21:50:44:930',21,-26.891546,91.199982,0,?
836,'2018/02/16 21:50:45:430',21,10.95544,149.796432,0,?
837,'2018/02/16 21:50:45:932',21,-0.072952,150.271149,0,?
838,'2018/02/16 21:50:46:435',21,14.052865,91.118004,0,?
839,'2018/02/16 21:50:46:938',21,-46.241665,94.78804,0,?
840,'2018/02/16 21:50:47:440',21,-3.124832,133.53241,0,?
841,'2018/02/16 21:50:47:941',21,-5.657794,122.973175,0,?
842,'2018/02/16 21:50:48:443',21,-45.907234,157.456131,0,?
843,'2018/02/16 21:50:48:946',21,-37.283005,162.915741,0,?
844,'2018/02/16 21:50:49:447',21,-53.635624,510.38092,0,?
845,'2018/02/16 21:50:49:949',21,8.258069,460.717316,0,?
846,'2018/02/16 21:50:50:452',21,-3.356303,409.120178,0,?
847,'2018/02/16 21:50:50:954',21,50.641216,282.476837,0,?
848,'2018/02/16 21:50:51:458',21,18.585676,132.13063,0,?
849,'2018/02/16 21:50:51:959',21,14.443397,141.805191,0,?
850,'2018/02/16 21:50:52:460',21,-49.593147,153.221848,0,?
851,'2018/02/16 21:50:52:961',21,-23.794209,199.950119,0,?
852,'2018/02/16 21:50:53:477',21,-18.028614,202.255646,0,?
853,'2018/02/16 21:51:01:026',22,1941.492798,393.698669,1,?
854,'2018/02/16 21:51:01:527',22,1916.661621,681.268555,1,?
855,'2018/02/16 21:51:02:029',22,1924.469849,641.52655,1,?
856,'2018/02/16 21:51:02:547',22,1892.39563,822.502014,1,?
857,'2018/02/16 21:51:03:048',22,1879.35144,830.49115,1,?
858,'2018/02/16 21:51:03:549',22,1844.555542,595.108276,1,?
859,'2018/02/16 21:51:04:050',22,1827.412842,596.934021,1,?
